,video_id,country_trending,day_trending
133,pFicAT0TWAY,UY,2021-04-28
134,3-BRfzrUk1E,UY,2021-04-28
135,oshvcDjEKZc,UY,2021-04-28
136,En6OxiLJSZc,UY,2021-04-28
137,oxjx-oFG530,UY,2021-04-28
138,g7UBP7B_n2U,UY,2021-04-28
139,Qvv3NZftN1Q,UY,2021-04-28
140,SgLBsBKprkM,UY,2021-04-28
141,r2D17K-n_jo,UY,2021-04-28
142,UsShDgKWzfE,UY,2021-04-28
143,IGCNp2AgYHw,UY,2021-04-28
144,r_jfOh-Pf4s,UY,2021-04-28
145,yTzCpCbIPdo,UY,2021-04-28
146,KpMfrHIlrG4,UY,2021-04-28
147,YnKJ7iBNypw,UY,2021-04-28
148,MSjS423ADDI,UY,2021-04-28
149,S8nlMJfE6pc,UY,2021-04-28
150,w_I3BpXgc9E,UY,2021-04-28
151,SpzERUcilx4,UY,2021-04-28
152,y43rmAQ-l_M,UY,2021-04-28
153,RLqK453rQR4,UY,2021-04-28
154,Ag-c9_vRR9U,UY,2021-04-28
155,L1lnoM3-h-Q,UY,2021-04-28
156,bKCwfuxK3Bg,UY,2021-04-28
157,J2KVwfxTbfo,UY,2021-04-28
158,P4JsiA0FEoQ,UY,2021-04-28
159,OTyibPbxafs,UY,2021-04-28
160,TWKc5QyWDTw,UY,2021-04-28
161,vkKqEmaKUXI,UY,2021-04-28
162,oPjbHwxr-NM,UY,2021-04-28
163,CEkYUfiwWvU,UY,2021-04-28
164,K8RpPCuuvQc,UY,2021-04-28
165,BNDl8DhrwzA,UY,2021-04-28
166,JdBYVNuky1M,UY,2021-04-28
167,v6A1xPvyIIg,UY,2021-04-28
168,2SmijZvJfvM,UY,2021-04-28
169,w2ZAwYtI6yU,UY,2021-04-28
170,zh9QnBnByI4,UY,2021-04-28
171,esbVYGRbY60,UY,2021-04-28
172,QeJgaHK3Khg,UY,2021-04-28
173,IJZaJBowMMc,UY,2021-04-28
174,byt1mF4ntvE,UY,2021-04-28
175,NYwHQFl_viU,UY,2021-04-28
176,UxfTDxxzjBE,UY,2021-04-28
177,BNyEkFg5Hbo,UY,2021-04-28
178,-xDdXCVapQA,UY,2021-04-28
179,A0fRxR77b_8,UY,2021-04-28
180,BFDyhBKBKq8,UY,2021-04-28
181,jWRMXiHhDjc,UY,2021-04-28
182,BSS8Y-0hOlY,UY,2021-04-28
183,v0nlO0j1WMc,UY,2021-04-28
184,n7iwpiGGJnk,UY,2021-04-28
185,HfvWcrDB0UA,UY,2021-04-28
186,ANCa44O5BSI,UY,2021-04-28
187,YN0vl1pBAl4,UY,2021-04-28
188,GaPbbnS8if0,UY,2021-04-28
189,sJWmAZSIU30,UY,2021-04-28
190,9Oqf5v4D_oc,UY,2021-04-28
191,QjbGs41mydI,UY,2021-04-28
192,BD77EOU8N3o,UY,2021-04-28
193,xLDQMzp7jcg,UY,2021-04-28
194,ojvT3IDmfmU,UY,2021-04-28
195,YnYS595Of1s,UY,2021-04-28
196,FTk9VD2nPuw,UY,2021-04-28
197,CDDzP-tW6XQ,UY,2021-04-28
198,YdCqdpEM0gw,UY,2021-04-28
199,SRm2Ch4oFWs,UY,2021-04-28
