,video_id,country_trending,day_trending
53,FgQbXQnKHO0,UY,2021-04-27
54,JCEPHB1fjks,UY,2021-04-27
55,BXKU8PfDcxk,UY,2021-04-27
56,j3cS2ZeYS64,UY,2021-04-27
57,KWmL5SkRtzk,UY,2021-04-27
58,m4pGOxKCoc4,UY,2021-04-27
59,B8tAh1YmHBQ,UY,2021-04-27
60,Nwav1Xoee6s,UY,2021-04-27
61,LIIDh-qI9oI,UY,2021-04-27
62,lqyFuIZWvy8,UY,2021-04-27
63,DXdhx2jB3WI,UY,2021-04-27
64,NOXnQxIFagY,UY,2021-04-27
65,VdBUlTD08C8,UY,2021-04-27
66,W0hJzGXr5ss,UY,2021-04-27
67,yZxTUQnjEhY,UY,2021-04-27
68,8pD9DOuD-O8,UY,2021-04-27
69,cSI9gtLxguQ,UY,2021-04-27
70,q-ViHr5TELc,UY,2021-04-27
71,PeLIgGrEOnA,UY,2021-04-27
72,o8aMPODRkjc,UY,2021-04-27
73,yrObAcP5NEA,UY,2021-04-27
74,SW6L_lTrIFg,UY,2021-04-27
75,2Ed9cexJ1U0,UY,2021-04-27
76,hAxqygRdM4g,UY,2021-04-27
77,5KqdnlW0YKY,UY,2021-04-27
78,kh-WqehT23c,UY,2021-04-27
79,GUfRAu_pEY0,UY,2021-04-27
80,wE9iVzATmk4,UY,2021-04-27
81,xpr-QdpUVYg,UY,2021-04-27
82,2Rwu2jERObE,UY,2021-04-27
83,_wE3hDN06Qg,UY,2021-04-27
84,ALlLSxzAzS0,UY,2021-04-27
85,crnZT7DPqyo,UY,2021-04-27
86,LwATJ9sezfk,UY,2021-04-27
87,TSBiJ8zlPUk,UY,2021-04-27
88,q1lCEB683O8,UY,2021-04-27
89,i3Go1KvZdYc,UY,2021-04-27
90,CYo2hleHZ20,UY,2021-04-27
91,valD7apHdvM,UY,2021-04-27
92,ubhFDonmPg0,UY,2021-04-27
93,HrGwgANK20A,UY,2021-04-27
94,jcYuJuMdcKg,UY,2021-04-27
95,XegHMc35Bo8,UY,2021-04-27
96,0UgoLFvryBY,UY,2021-04-27
97,6n5XSaliLRA,UY,2021-04-27
98,JasYNAEgehM,UY,2021-04-27
99,G9iDK2LrhHw,UY,2021-04-27
100,YspVHSxhncI,UY,2021-04-27
101,3NqMZuylVbg,UY,2021-04-27
102,f7PMJ8dc4mI,UY,2021-04-27
103,V6aVRFy5sXs,UY,2021-04-27
104,y5KjHgWFX1U,UY,2021-04-27
105,OTyibPbxafs,UY,2021-04-27
106,TCGKC2Wa3Iw,UY,2021-04-27
107,EdS-OjNKnaU,UY,2021-04-27
108,jYjuNA9UUDA,UY,2021-04-27
109,pFicAT0TWAY,UY,2021-04-27
110,3-BRfzrUk1E,UY,2021-04-27
111,oshvcDjEKZc,UY,2021-04-27
112,En6OxiLJSZc,UY,2021-04-27
113,oxjx-oFG530,UY,2021-04-27
114,g7UBP7B_n2U,UY,2021-04-27
115,Qvv3NZftN1Q,UY,2021-04-27
116,SgLBsBKprkM,UY,2021-04-27
117,r2D17K-n_jo,UY,2021-04-27
118,UsShDgKWzfE,UY,2021-04-27
119,IGCNp2AgYHw,UY,2021-04-27
120,r_jfOh-Pf4s,UY,2021-04-27
121,yTzCpCbIPdo,UY,2021-04-27
122,KpMfrHIlrG4,UY,2021-04-27
123,YnKJ7iBNypw,UY,2021-04-27
124,MSjS423ADDI,UY,2021-04-27
125,S8nlMJfE6pc,UY,2021-04-27
126,w_I3BpXgc9E,UY,2021-04-27
127,SpzERUcilx4,UY,2021-04-27
128,y43rmAQ-l_M,UY,2021-04-27
129,RLqK453rQR4,UY,2021-04-27
130,L1lnoM3-h-Q,UY,2021-04-27
131,bKCwfuxK3Bg,UY,2021-04-27
132,BNDl8DhrwzA,UY,2021-04-27
133,J2KVwfxTbfo,UY,2021-04-27
134,P4JsiA0FEoQ,UY,2021-04-27
135,TWKc5QyWDTw,UY,2021-04-27
136,vkKqEmaKUXI,UY,2021-04-27
137,oPjbHwxr-NM,UY,2021-04-27
138,CEkYUfiwWvU,UY,2021-04-27
139,K8RpPCuuvQc,UY,2021-04-27
140,HfvWcrDB0UA,UY,2021-04-27
141,Ag-c9_vRR9U,UY,2021-04-27
142,JdBYVNuky1M,UY,2021-04-27
143,v6A1xPvyIIg,UY,2021-04-27
144,2SmijZvJfvM,UY,2021-04-27
145,w2ZAwYtI6yU,UY,2021-04-27
146,zh9QnBnByI4,UY,2021-04-27
147,esbVYGRbY60,UY,2021-04-27
148,QeJgaHK3Khg,UY,2021-04-27
149,byt1mF4ntvE,UY,2021-04-27
150,NYwHQFl_viU,UY,2021-04-27
151,UxfTDxxzjBE,UY,2021-04-27
152,BNyEkFg5Hbo,UY,2021-04-27
153,-xDdXCVapQA,UY,2021-04-27
154,A0fRxR77b_8,UY,2021-04-27
155,BFDyhBKBKq8,UY,2021-04-27
156,jWRMXiHhDjc,UY,2021-04-27
157,BSS8Y-0hOlY,UY,2021-04-27
158,v0nlO0j1WMc,UY,2021-04-27
159,n7iwpiGGJnk,UY,2021-04-27
160,_D7vwBEN79Q,UY,2021-04-27
161,ANCa44O5BSI,UY,2021-04-27
162,YN0vl1pBAl4,UY,2021-04-27
163,GaPbbnS8if0,UY,2021-04-27
164,sJWmAZSIU30,UY,2021-04-27
165,9Oqf5v4D_oc,UY,2021-04-27
166,QjbGs41mydI,UY,2021-04-27
167,BD77EOU8N3o,UY,2021-04-27
168,xLDQMzp7jcg,UY,2021-04-27
169,ojvT3IDmfmU,UY,2021-04-27
170,YnYS595Of1s,UY,2021-04-27
171,FTk9VD2nPuw,UY,2021-04-27
172,CDDzP-tW6XQ,UY,2021-04-27
173,YdCqdpEM0gw,UY,2021-04-27
174,BJ0BUJeumNc,UY,2021-04-27
175,nOeFFshalR4,UY,2021-04-27
176,SRm2Ch4oFWs,UY,2021-04-27
177,bBEGQLfeNPk,UY,2021-04-27
178,ekTJ-i1Spms,UY,2021-04-27
179,qzPKlCsrcRs,UY,2021-04-27
180,XmRuxuH7x4E,UY,2021-04-27
181,K-TEhIFa8uQ,UY,2021-04-27
182,1wdKd-5yHDs,UY,2021-04-27
183,HfGRNUOqhLk,UY,2021-04-27
184,zYpUs22wAL4,UY,2021-04-27
185,MxbHGi5OzqU,UY,2021-04-27
186,G0OBPMpIeq0,UY,2021-04-27
187,9TpXQV2J15w,UY,2021-04-27
188,gk8IxKtY6pc,UY,2021-04-27
189,GdJkO3PLZrs,UY,2021-04-27
190,QwaB1Za89Z0,UY,2021-04-27
191,1jCIhRAJWUQ,UY,2021-04-27
192,IJZaJBowMMc,UY,2021-04-27
193,BH85KeKpNQQ,UY,2021-04-27
194,9WVcT5fEJew,UY,2021-04-27
195,E_fjwV22b68,UY,2021-04-27
196,NguVCwDceHo,UY,2021-04-27
197,LaJHiEAF37E,UY,2021-04-27
198,42qe8aMqXts,UY,2021-04-27
199,EWjkLJhNUto,UY,2021-04-27
