,video_id,country_trending,day_trending
113,9WVcT5fEJew,UY,2021-04-26
114,byt1mF4ntvE,UY,2021-04-26
115,NYwHQFl_viU,UY,2021-04-26
116,UxfTDxxzjBE,UY,2021-04-26
117,BNyEkFg5Hbo,UY,2021-04-26
118,-xDdXCVapQA,UY,2021-04-26
119,A0fRxR77b_8,UY,2021-04-26
120,BFDyhBKBKq8,UY,2021-04-26
121,jWRMXiHhDjc,UY,2021-04-26
122,BSS8Y-0hOlY,UY,2021-04-26
123,n7iwpiGGJnk,UY,2021-04-26
124,_D7vwBEN79Q,UY,2021-04-26
125,ANCa44O5BSI,UY,2021-04-26
126,YN0vl1pBAl4,UY,2021-04-26
127,GaPbbnS8if0,UY,2021-04-26
128,sJWmAZSIU30,UY,2021-04-26
129,9Oqf5v4D_oc,UY,2021-04-26
130,QjbGs41mydI,UY,2021-04-26
131,BD77EOU8N3o,UY,2021-04-26
132,xLDQMzp7jcg,UY,2021-04-26
133,ojvT3IDmfmU,UY,2021-04-26
134,YnYS595Of1s,UY,2021-04-26
135,FTk9VD2nPuw,UY,2021-04-26
136,CDDzP-tW6XQ,UY,2021-04-26
137,YdCqdpEM0gw,UY,2021-04-26
138,BJ0BUJeumNc,UY,2021-04-26
139,nOeFFshalR4,UY,2021-04-26
140,bBEGQLfeNPk,UY,2021-04-26
141,ekTJ-i1Spms,UY,2021-04-26
142,SRm2Ch4oFWs,UY,2021-04-26
143,G0OBPMpIeq0,UY,2021-04-26
144,qzPKlCsrcRs,UY,2021-04-26
145,XmRuxuH7x4E,UY,2021-04-26
146,K-TEhIFa8uQ,UY,2021-04-26
147,9TpXQV2J15w,UY,2021-04-26
148,1wdKd-5yHDs,UY,2021-04-26
149,HfGRNUOqhLk,UY,2021-04-26
150,zYpUs22wAL4,UY,2021-04-26
151,MxbHGi5OzqU,UY,2021-04-26
152,gk8IxKtY6pc,UY,2021-04-26
153,GdJkO3PLZrs,UY,2021-04-26
154,QwaB1Za89Z0,UY,2021-04-26
155,1jCIhRAJWUQ,UY,2021-04-26
156,BH85KeKpNQQ,UY,2021-04-26
157,E_fjwV22b68,UY,2021-04-26
158,NguVCwDceHo,UY,2021-04-26
159,LaJHiEAF37E,UY,2021-04-26
160,EWjkLJhNUto,UY,2021-04-26
161,TJrvM1edwtw,UY,2021-04-26
162,42qe8aMqXts,UY,2021-04-26
163,z-ffG4qv2Us,UY,2021-04-26
164,dufRDzccae4,UY,2021-04-26
165,C39fThl1SzU,UY,2021-04-26
166,rZ_I_fHWIoU,UY,2021-04-26
167,uExUU-IBNnU,UY,2021-04-26
168,xUQ6uyhNUoc,UY,2021-04-26
169,zMvWTnVlYww,UY,2021-04-26
170,bt-BX2znJu0,UY,2021-04-26
171,DzXRfCnKccs,UY,2021-04-26
172,e19hHpQP9Ec,UY,2021-04-26
173,206atvk4uyE,UY,2021-04-26
174,nrIzg9y2i2k,UY,2021-04-26
175,24LLB5T7qqk,UY,2021-04-26
176,9kNrWaWRdkw,UY,2021-04-26
177,L6GiPS_KZos,UY,2021-04-26
178,ygRd9IB7Gxc,UY,2021-04-26
179,GDT3oMFpF2A,UY,2021-04-26
180,yawKKBlWTyY,UY,2021-04-26
181,bYHos2OZBqA,UY,2021-04-26
182,1v4dp3XXBo0,UY,2021-04-26
183,0TeIQMsai54,UY,2021-04-26
184,SLgqxChD3TQ,UY,2021-04-26
185,75DAgL8A64A,UY,2021-04-26
186,nih_sHJ5-qo,UY,2021-04-26
187,PYCP23sHPcs,UY,2021-04-26
188,2CZsmTXeRBM,UY,2021-04-26
189,KIBeny5wq6M,UY,2021-04-26
190,_n8VggP0-pY,UY,2021-04-26
191,-9YFRNS3Ils,UY,2021-04-26
192,xweZSQMV0Uw,UY,2021-04-26
193,jHkiG413peo,UY,2021-04-26
194,7IjyoY-CuAY,UY,2021-04-26
195,ToHhOc-1_Ws,UY,2021-04-26
196,AHGhUvrsp-Q,UY,2021-04-26
197,jh9660906z8,UY,2021-04-26
198,BXvvGh9WxPo,UY,2021-04-26
199,d_gcteUt_hE,UY,2021-04-26
